start,end,total
66,10367,10301
10376,19376,9000
19377,28391,9014
28392,37496,9104
37497,46573,9076
46575,55681,9106
55682,64897,9215
64899,73990,9091
73991,83082,9091
83084,92307,9223
92308,101461,9153
101463,110696,9233
110696,119712,9016
119713,128799,9086
128800,137820,9020
137820,146930,9110
146931,156120,9189
156121,165239,9118
165241,174293,9052
174294,183410,9116
183410,192542,9132
192543,201711,9168
201713,210811,9098
210812,219855,9043
219857,228935,9078
228935,238040,9105
238041,247149,9108
247150,256334,9184
256336,265488,9152
265490,274702,9212
274704,283802,9098
283803,292805,9002
292805,302051,9246
302052,311104,9052
311105,320201,9096
320203,329386,9183
329387,338419,9032
338420,347444,9024
347445,356502,9057
356504,365565,9061
365567,374819,9252
374820,384045,9225
384051,393068,9017
393070,402168,9098
402169,411252,9083
411253,420360,9107
420361,429478,9117
429479,438654,9175
438655,447891,9236
447892,457080,9188
